codice,tipo,nome,istituto,comune,provincia,indirizzo,telefono,email,email_utilizzabile,sito,alunni,distanza_km,minuti_auto
SAEE8B205E,primaria statale,Santissima Annunziata,IC San Nicola-Pregiato,Cava de' Tirreni,SA,"Via L. Ferrara, 84013 Cava de' Tirreni (SA)",089 2966861,saic8b2008@istruzione.it,sì,https://www.icstatalesannicola.edu.it,50,18.2,26
SAAA8B1019,infanzia statale,Epitaffio,IC Santa Lucia,Cava de' Tirreni,SA,"Via G. Guarino, 84013 Cava de' Tirreni (SA)",089 2966847,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,103,18.2,26
SAAA8B102A,infanzia statale,San Giuseppe,IC Santa Lucia,Cava de' Tirreni,SA,"Via XXV Luglio 222, 84013 Cava de' Tirreni (SA)",089 2966844,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,31,18.2,26
SAAA8B103B,infanzia statale,Santa Lucia,IC Santa Lucia,Cava de' Tirreni,SA,"Via G. Vitale, 84013 Cava de' Tirreni (SA)",089 2966806,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,98,18.2,26
SAEE8B102G,primaria statale,Epitaffio,IC Santa Lucia,Cava de' Tirreni,SA,"Via Gaudio Maiori, 84013 Cava de' Tirreni (SA)",089 2966848,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,191,18.2,26
SAEE8B101E,primaria statale,San Giuseppe,IC Santa Lucia,Cava de' Tirreni,SA,"Via XXV Luglio 222, 84013 Cava de' Tirreni (SA)",089 2966844,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,,18.2,26
SAEE8B103L,primaria statale,Santa Lucia,IC Santa Lucia,Cava de' Tirreni,SA,"Piazza F. Baldi, 84013 Cava de' Tirreni (SA)",089 2966809,saic8b100c@istruzione.it,sì,http://www.icsantaluciacava.edu.it,178,18.2,26
SA1A8N500C,infanzia paritaria,Piccoli Passi,,Cava de' Tirreni,SA,"Via Maggiore P. Formosa 9, 84013 Cava de' Tirreni (SA)",089 8424113,asilonidopiccolipassi@pec.it,no: casella PEC,http://www.asilonidopiccolipassi.com,17,18.2,26
SA1A05200E,infanzia paritaria,Raffaele Baldi,,Cava de' Tirreni,SA,"Piazza F. Baldi Ex Via Valle, 84010 Cava de' Tirreni (SA)",089 465109,scuolaraffaelebaldi@gmail.com,sì,,44,18.2,26
SA1A05100P,infanzia paritaria,San Michele Arcangelo,,Cava de' Tirreni,SA,"Via P. Siani 5, 84013 Cava de' Tirreni (SA)",089 344921,s.arcangeloscuola@tiscali.it,sì,https://www.scuoladimaurocava.it,67,18.2,26
SA1A05000V,infanzia paritaria,School of International Studies,,Cava de' Tirreni,SA,"Via Salvo D'Acquisto 3, 84013 Cava de' Tirreni (SA)",089 4689414,info@sisinternational.net,sì,https://sisinternational.net,20,18.2,26
SA1E00100G,primaria paritaria,Ernesto e Virginia Di Mauro,,Cava de' Tirreni,SA,"Via Siani 5 Frazione Sant'Arcangelo, 84013 Cava de' Tirreni (SA)",089 344921,s.arcangeloscuola@tiscali.it,sì,https://www.scuoladimaurocava.it,78,18.2,26
SA1E00200B,primaria paritaria,School of International Studies,,Cava de' Tirreni,SA,"Via Salvo D'Acquisto 3, 84013 Cava de' Tirreni (SA)",089 4689414,info@sisinternational.net,sì,https://sisinternational.net,61,18.2,26
AVAA86602P,infanzia statale,Capoluogo,IC Giovanni XXIII-Parini,Sperone,AV,"Via dei Funari, 83020 Sperone (AV)",081 5103638,avic86600r@istruzione.it,sì,https://www.icsgiovannixxiii-gparini.it,76,18.3,28
AVEE86602X,primaria statale,Via Sant'Elia,IC Giovanni XXIII-Parini,Sperone,AV,"Via Sant'Elia 0, 83020 Sperone (AV)",081 5103630,avic86600r@istruzione.it,sì,https://www.icsgiovannixxiii-gparini.it,140,18.3,28
NAAA875017,infanzia statale,Manzoni,IC Falcone,Volla,NA,"Via Manzoni, 80040 Volla (NA)",081 7731168,naic87500a@istruzione.it,sì,https://icsfalcone.edu.it,77,18.3,28
NAAA875028,infanzia statale,Via Famiglietti,IC Falcone,Volla,NA,"Via Petrarca, 80040 Volla (NA)",081 7731167,naic87500a@istruzione.it,sì,https://icsfalcone.edu.it,176,18.3,28
NAEE87501C,primaria statale,Via Manzoni,IC Falcone,Volla,NA,"Via Manzoni, 80040 Volla (NA)",081 7731168,naic87500a@istruzione.it,sì,https://icsfalcone.edu.it,343,18.3,28
NAAA8B802P,infanzia statale,Via De Carolis,IC San Giovanni Bosco-De Sica,Volla,NA,"Via De Carolis 2, 80040 Volla (NA)",081 7742411,naic8b800r@istruzione.it,sì,,74,18.3,28
NAAA8B801N,infanzia statale,Via Napoli,IC San Giovanni Bosco-De Sica,Volla,NA,"Via Napoli, 80040 Volla (NA)",081 7744805,naic8b800r@istruzione.it,sì,,93,18.3,28
NAEE8B8031,primaria statale,Filichito,IC San Giovanni Bosco-De Sica,Volla,NA,"Via Filichito, 80040 Volla (NA)",081 7742140,naic8b800r@istruzione.it,sì,,178,18.3,28
NAEE8B802X,primaria statale,Via Napoli,IC San Giovanni Bosco-De Sica,Volla,NA,"Via Napoli 35, 80040 Volla (NA)",081 7744805,naic8b800r@istruzione.it,sì,,297,18.3,28
NAEE8B801V,primaria statale,Via Rossi,IC San Giovanni Bosco-De Sica,Volla,NA,"Via Rossi 35, 80040 Volla (NA)",081 7742412,naic8b800r@istruzione.it,sì,,235,18.3,28
NAAA85701N,infanzia statale,Via Dante Alighieri,IC Serao,Volla,NA,"Via Dante Alighieri, 80040 Volla (NA)",081 7742414,naic85700r@istruzione.it,sì,https://www.icserao.edu.it,154,18.3,28
NAEE85701V,primaria statale,Via Famiglietti,IC Serao,Volla,NA,"Via Famiglietti, 80040 Volla (NA)",081 7731359,naic85700r@istruzione.it,sì,https://www.icserao.edu.it,433,18.3,28
NA1A370008,infanzia paritaria,Fantasilandia,,Volla,NA,"Via Edoardo De Filippo 80, 80040 Volla (NA)",081 18752528,scuolafantasilandia@virgilio.it,sì,,73,18.3,28
NA1A65600L,infanzia paritaria,Giovanni XXIII,,Volla,NA,"Via Tito Livio 21, 80040 Volla (NA)",081 7731038,cirespo@unina.it,no: indirizzo personale,,37,18.3,28
AVAA864023,infanzia statale,Via San Silvestro,IC Alessandro Manzoni,Mugnano del Cardinale,AV,"Via San Silvestro/via degli Innocenti, 83027 Mugnano del Cardinale (AV)",081 5112006,avic864005@istruzione.it,sì,https://www.icmanzoni.it,85,18.4,29
AVEE864028,primaria statale,Dottor Camillo Renzi,IC Alessandro Manzoni,Mugnano del Cardinale,AV,"Via Montevergine, 83027 Mugnano del Cardinale (AV)",081 5111380,avic864005@istruzione.it,sì,https://www.icmanzoni.it,193,18.4,29
AV1A8Z500C,infanzia paritaria,Ad Futura,,Mugnano del Cardinale,AV,"Via Borrelli Ex Stingone Località Masucci, 83100 Mugnano del Cardinale (AV)",,adastrariab@gmail.com,sì,,36,18.4,29
AV1AHS500Z,infanzia paritaria,L'Oasi dell'Infanzia,,Mugnano del Cardinale,AV,"Via S. Liberatore 61, 83027 Mugnano del Cardinale (AV)",392 299 0316,loasidellinfanzia@pec.it,no: casella PEC,,19,18.4,29
AV1A032004,infanzia paritaria,La Lanterna Magica,,Mugnano del Cardinale,AV,"Via Giovanni XXIII 14, 83027 Mugnano del Cardinale (AV)",081 5112088,lalanternamagica@libero.it,sì,,30,18.4,29
NAAA8EX02P,infanzia statale,Giambattista Basile,IC Bovio-Pontillo-Pascoli,Cicciano,NA,"Via Roccarainola, 80033 Cicciano (NA)",081 8248752,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,104,18.6,28
NAAA8EX03Q,infanzia statale,Rodari,IC Bovio-Pontillo-Pascoli,Cicciano,NA,"Via degli Anemoni, Rione GESCAL, 80033 Cicciano (NA)",081 8264158,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,58,18.6,28
NAEE8EX01V,primaria statale,Giovanni Bovio,IC Bovio-Pontillo-Pascoli,Cicciano,NA,"Via Marconi 5, 80033 Cicciano (NA)",081 8265166,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,247,18.6,28
NAEE8EX02X,primaria statale,Pontillo,IC Bovio-Pontillo-Pascoli,Cicciano,NA,"Via degli Anemoni - Rione GESCAL, 80033 Cicciano (NA)",081 8264158,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,89,18.6,28
NAEE8EX031,primaria statale,San Barbato,IC Bovio-Pontillo-Pascoli,Cicciano,NA,"Via G. Marconi 5, 80033 Cicciano (NA)",081 8248687,naic8ex00r@istruzione.it,sì,https://www.istitutocomprensivodicicciano.edu.it,150,18.6,28
NA1A347007,infanzia paritaria,Disney Park,,Cicciano,NA,"Piazza Giovanni XXIII, 80033 Cicciano (NA)",377 367 8053,gmarino841@gmail.com,no: indirizzo personale,,34,18.6,28
NA1AQH5008,infanzia paritaria,Maravilla,,Cicciano,NA,"Via Renola 7, 80033 Cicciano (NA)",081 8263197,info@scuolamaravilla.it,sì,,45,18.6,28
NA1A0Z500I,infanzia paritaria,Maravilla,,Cicciano,NA,"Piazzetta San Barbato 33, 80033 Cicciano (NA)",081 8262782,info@scuolamaravilla.it,sì,https://www.scuolamaravilla.it,45,18.6,28
NA1A01900C,infanzia paritaria,New Arcobaleno,,Cicciano,NA,"Piazza Matteotti 99, 80030 Cicciano (NA)",081 2355095,maddaloni1@libero.it,no: indirizzo personale,,55,18.6,28
NA1A439005,infanzia paritaria,Scuola Insieme,,Cicciano,NA,"Via S. Pertini 54, 80033 Cicciano (NA)",081 18207181,scuolainsieme@libero.it,sì,https://www.ipscuolainsieme.it,84,18.6,28
NA1E194001,primaria paritaria,Christkind,,Cicciano,NA,"Piazzetta San Barbato 33, 80033 Cicciano (NA)",081 8262782,info@scuolamaravilla.it,sì,,86,18.6,28
NA1E24900X,primaria paritaria,Scuola Insieme,,Cicciano,NA,"Via Sandro Pertini 54, 80033 Cicciano (NA)",081 18207181,scuolainsieme@libero.it,sì,https://www.ipscuolainsieme.it,90,18.6,28
AVAA86601N,infanzia statale,Via Angelo Scafuri,IC Giovanni XXIII-Parini,Baiano,AV,"Via A. Scafuri 9, 83022 Baiano (AV)",081 8243038,avic86600r@istruzione.it,sì,https://www.icsgiovannixxiii-gparini.it,105,18.7,29
AVEE86601V,primaria statale,Via Angelo Scafuri,IC Giovanni XXIII-Parini,Baiano,AV,"Via Angelo Scafuri 9, 83022 Baiano (AV)",081 8243038,avic86600r@istruzione.it,sì,https://www.icsgiovannixxiii-gparini.it,316,18.7,29
AVAA842015,infanzia statale,Via Francesco De Sanctis,IC Mons. Pasquale Guerriero,Avella,AV,"Via F. De Sanctis, 83021 Avella (AV)",081 8251353,avic842008@istruzione.it,sì,https://www.icavella.edu.it,101,18.9,31
AVEE84202B,primaria statale,Via Francesco De Sanctis,IC Mons. Pasquale Guerriero,Avella,AV,"Via De Sanctis, 83021 Avella (AV)",081 5103857,avic842008@istruzione.it,sì,https://www.icavella.it,232,18.9,31
AV1A01500A,infanzia paritaria,L'Arcobaleno,,Avella,AV,"Via Libertà 7, 83021 Avella (AV)",081 8259254,mimmosgambati@hotmail.it,no: indirizzo personale,,30,18.9,31
AV1A3L500E,infanzia paritaria,La Bacchetta Magica,,Avella,AV,"Via Antignano 8, 83021 Avella (AV)",339 644 1863,labacchettamagica021@libero.it,sì,,29,18.9,31
AV1A04700T,infanzia paritaria,San Vincenzo Pallotti,,Avella,AV,"Via San Vincenzo Pallotti 24, 83021 Avella (AV)",081 8251262,scuolasvpallotti@libero.it,sì,,30,18.9,31
AV1E00500N,primaria paritaria,San Vincenzo Pallotti,,Avella,AV,"Via San Vincenzo Pallotti 24, 83028 Avella (AV)",081 8251262,svpsrl2020@virgilio.it,sì,,47,18.9,31
SAAA8CD06L,infanzia statale,Costa,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Piazza Padre Basilio Pergamo 10, 84085 Mercato San Severino (SA)",089 894815,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,17,18.9,23
SAAA8CD05G,infanzia statale,Luigi Cacciatori,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Sant'Andrea Villani 8, 84085 Mercato San Severino (SA)",089 826551,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,20,18.9,23
SAAA8CD03D,infanzia statale,Piazza del Galdo,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Domenico Cirillo 66, 84085 Mercato San Severino (SA)",089 894222,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,38,18.9,23
SAAA8CD07N,infanzia statale,San Vincenzo,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via San Vincenzo - Curteri, 84085 Mercato San Severino (SA)",089 826553,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,64,18.9,23
SAAA8CD02C,infanzia statale,Sant'Alfonso Maria de' Liguori,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Nocelleto 2, 84085 Mercato San Severino (SA)",089 820461,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,16,18.9,23
SAAA8CD04E,infanzia statale,Sant'Angelo,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Eliseo 24, 84085 Mercato San Severino (SA)",089 894642,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,67,18.9,23
SAEE8CD02N,primaria statale,Costa,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Piazza Padre Basilio Pergamo 10, 84085 Mercato San Severino (SA)",089 894815,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,34,18.9,23
SAEE8CD03P,primaria statale,Curteri,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Sant'Andrea Villani 8, 84085 Mercato San Severino (SA)",089 826551,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,58,18.9,23
SAEE8CD04Q,primaria statale,Don G. De Angelis,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Don Gaetano Fimiani 1, 84085 Mercato San Severino (SA)",089 894822,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,153,18.9,23
SAEE8CD05R,primaria statale,Piazza del Galdo,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Domenico Cirillo 66, 84085 Mercato San Severino (SA)",089 894816,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,69,18.9,23
SAEE8CD06T,primaria statale,San Vincenzo,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via San Vincenzo - Curteri, 84080 Mercato San Severino (SA)",089 826553,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,173,18.9,23
SAEE8CD01L,primaria statale,Sant'Alfonso Maria de' Liguori,IC 2 Trotula de Ruggiero,Mercato San Severino,SA,"Via Nocelleto 2, 84085 Mercato San Severino (SA)",089 820461,saic8cd00e@istruzione.it,sì,https://www.ictrotuladeruggieromss.edu.it,49,18.9,23
SAAA8CC04P,infanzia statale,Don Salvatore Guadagno,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Municipio, 84085 Mercato San Severino (SA)",089 825722,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,51,18.9,23
SAAA8CC05Q,infanzia statale,E. Coppola,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Rimembranza, 84085 Mercato San Severino (SA)",089 2960612,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,59,18.9,23
SAAA8CC03N,infanzia statale,Pandola,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via delle Puglie, 84085 Mercato San Severino (SA)",089 9760969,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,23,18.9,23
SAAA8CC01G,infanzia statale,Pizzone,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Pizzone, 84085 Mercato San Severino (SA)",089 2967984,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,63,18.9,23
SAAA8CC02L,infanzia statale,Spiano,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Piazza Santa Croce, 84085 Mercato San Severino (SA)",089 898250,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,7,18.9,23
SAEE8CC02T,primaria statale,Don Salvatore Guadagno,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Municipio, 84085 Mercato San Severino (SA)",089 825722,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,184,18.9,23
SAEE8CC01R,primaria statale,E. Coppola,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Rimembranza, 84085 Mercato San Severino (SA)",089 2960612,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,210,18.9,23
SAEE8CC03V,primaria statale,Pandola,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via delle Puglie, 84085 Mercato San Severino (SA)",089 9760969,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,43,18.9,23
SAEE8CC04X,primaria statale,Pizzone,IC San Tommaso d'Aquino,Mercato San Severino,SA,"Via Pizzone, 84085 Mercato San Severino (SA)",089 2967984,saic8cc00p@istruzione.it,sì,https://www.icsantommasodaquinomercatosanseverino.edu.it,132,18.9,23
SA1AO6500Q,infanzia paritaria,Crescere Insieme,,Mercato San Severino,SA,"Via Trieste 49, 84085 Mercato San Severino (SA)",089 890441,maternasscrescere@libero.it,sì,,83,18.9,23
SA1A02200P,infanzia paritaria,La Tenda,,Mercato San Severino,SA,"Via Cirillo 55, 84080 Mercato San Severino (SA)",089 893286,info@centrolatenda.it,sì,,48,18.9,23
SA1A059009,infanzia paritaria,Maria Santissima del Rosario,,Mercato San Severino,SA,"Piazza E. Imperio 7, 84085 Mercato San Severino (SA)",089 879193,paideiasrlimpresasociale@gmail.com,sì,,38,18.9,23
AVAA864034,infanzia statale,Via L. Auricchio,IC Alessandro Manzoni,Quadrelle,AV,"Via L. Auricchio, 83020 Quadrelle (AV)",328 664 2823,avic864005@istruzione.it,sì,https://www.icmanzoni.it,24,18.9,30
AVEE864039,primaria statale,Padre Pio,IC Alessandro Manzoni,Quadrelle,AV,"Via Aldo Moro, 83020 Quadrelle (AV)",081 5111049,avic864005@istruzione.it,sì,https://www.icmanzoni.it,79,18.9,30
AVAA864012,infanzia statale,Via Acierno,IC Alessandro Manzoni,Sirignano,AV,"Via Acierno, 83020 Sirignano (AV)",081 5111441,avic864005@istruzione.it,sì,https://www.icmanzoni.it,42,19.1,29
AVEE864017,primaria statale,Rosa Finelli,IC Alessandro Manzoni,Sirignano,AV,"Via Domenico Acierno, 83020 Sirignano (AV)",081 5112441,avic864005@istruzione.it,sì,https://www.icmanzoni.it,92,19.1,29
AV1A058008,infanzia paritaria,La Girandola,,Sirignano,AV,"Via Fiordelisi 42, 83020 Sirignano (AV)",081 5111597,lagirandolasas@alice.it,sì,,44,19.1,29
NAAA323049,infanzia statale,Parco Leone,3° Circolo Didattico Madre Teresa di Calcutta,Casalnuovo di Napoli,NA,"Via G.d'annunzio, 80013 Casalnuovo di Napoli (NA)",081 5224723,naee32300a@istruzione.it,sì,https://www.terzocircolocasalnuovo.edu.it,214,19.3,33
NAAA323027,infanzia statale,Via delle Puglie,3° Circolo Didattico Madre Teresa di Calcutta,Casalnuovo di Napoli,NA,"Via delle Puglie 105, 80013 Casalnuovo di Napoli (NA)",081 5224760,naee32300a@istruzione.it,sì,https://www.terzocircolocasalnuovo.edu.it,196,19.3,33
NAEE32302C,primaria statale,Madre Teresa di Calcutta,3° Circolo Didattico Madre Teresa di Calcutta,Casalnuovo di Napoli,NA,"Via Nazionale Puglie 105, 80013 Casalnuovo di Napoli (NA)",081 5224760,naee32300a@istruzione.it,sì,https://www.terzocircolocasalnuovo.edu.it,450,19.3,33
NAEE32304E,primaria statale,Parco Leone,3° Circolo Didattico Madre Teresa di Calcutta,Casalnuovo di Napoli,NA,"Via G. D'Annunzio, 80013 Casalnuovo di Napoli (NA)",081 5224723,naee32300a@istruzione.it,sì,https://www.terzocircolocasalnuovo.edu.it,475,19.3,33
NAAA8AJ01V,infanzia statale,Marconi,IC Aldo Moro,Casalnuovo di Napoli,NA,"Via Marconi 8, 80013 Casalnuovo di Napoli (NA)",081 8423190,naic8aj002@istruzione.it,sì,https://www.icsaldomoro.edu.it,104,19.3,33
NAAA8AJ029,infanzia statale,Mennella,IC Aldo Moro,Casalnuovo di Napoli,NA,"Via F. Mennella, 80013 Casalnuovo di Napoli (NA)",081 8423190,naic8aj002@istruzione.it,sì,https://www.icsaldomoro.edu.it,41,19.3,33
NAEE8AJ014,primaria statale,Marconi,IC Aldo Moro,Casalnuovo di Napoli,NA,"Via Marconi 8, 80013 Casalnuovo di Napoli (NA)",081 5224630,naic8aj002@istruzione.it,sì,https://www.icsaldomoro.edu.it,228,19.3,33
NAEE8AJ03G,primaria statale,Mennella,IC Aldo Moro,Casalnuovo di Napoli,NA,"Via Mennella, 80015 Casalnuovo di Napoli (NA)",081 8423190,naic8aj002@istruzione.it,sì,https://www.icsaldomoro.edu.it,112,19.3,33
NAAA8HJ02G,infanzia statale,Corso Umberto I,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Corso Umberto 99, 80013 Casalnuovo di Napoli (NA)",081 5224248,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,120,19.3,33
NAAA8HJ01E,infanzia statale,Iazzetta,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Via Iazzetta, 80013 Casalnuovo di Napoli (NA)",081 8034588,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,84,19.3,33
NAAA8HJ04N,infanzia statale,Strettola,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Via Strettola Romano, 80013 Casalnuovo di Napoli (NA)",081 5228764,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,73,19.3,33
NAEE8HJ01Q,primaria statale,De Curtis,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Via De Curtis, 80013 Casalnuovo di Napoli (NA)",081 8423239,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,304,19.3,33
NAEE8HJ02R,primaria statale,De Filippo,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Via De Filippo, 80013 Casalnuovo di Napoli (NA)",081 5224248,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,94,19.3,33
NAEE8HJ03T,primaria statale,Via Iazzetta,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Viale dei Tigli, 80013 Casalnuovo di Napoli (NA)",081 8033006,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,99,19.3,33
NAEE8HJ04V,primaria statale,Via Strettola,IC De Curtis-Ragazzi d'Europa,Casalnuovo di Napoli,NA,"Via Strettola Romano, 80013 Casalnuovo di Napoli (NA)",081 5228764,naic8hj00n@istruzione.it,sì,https://www.icdecurtisragazzideuropa.edu.it,133,19.3,33
NAAA89801X,infanzia statale,Via Benevento,IC De Nicola,Casalnuovo di Napoli,NA,"Via Benevento, 80013 Casalnuovo di Napoli (NA)",081 8423128,naic898003@istruzione.it,sì,https://www.icdenicola.edu.it,135,19.3,33
NAEE898015,primaria statale,Via Benevento,IC De Nicola,Casalnuovo di Napoli,NA,"Via Benevento, 80013 Casalnuovo di Napoli (NA)",081 3176362,naic898003@istruzione.it,sì,https://www.icdenicola.edu.it,276,19.3,33
NAAA87901E,infanzia statale,Casarea,IC Viviani,Casalnuovo di Napoli,NA,"Frazione Casarea, 80013 Casalnuovo di Napoli (NA)",081 5229384,naic87900n@istruzione.it,sì,https://www.icvivianicasalnuovona.edu.it,84,19.3,33
NAAA87902G,infanzia statale,Tavernanova,IC Viviani,Casalnuovo di Napoli,NA,"Via Zì Carlo Frazione Tavernanova, 80013 Casalnuovo di Napoli (NA)",081 5222993,naic87900n@istruzione.it,sì,https://www.icvivianicasalnuovona.edu.it,36,19.3,33
NAEE87901Q,primaria statale,Casarea,IC Viviani,Casalnuovo di Napoli,NA,"Via Casarea, 80013 Casalnuovo di Napoli (NA)",081 5229385,naic87900n@istruzione.it,sì,https://www.icvivianicasalnuovona.edu.it,126,19.3,33
NAEE87902R,primaria statale,Tavernanova,IC Viviani,Casalnuovo di Napoli,NA,"Via Zi Carlo -Frazionetavernanova, 80013 Casalnuovo di Napoli (NA)",081 5222993,naic87900n@istruzione.it,sì,https://www.icvivianicasalnuovona.edu.it,92,19.3,33
NA1A037002,infanzia paritaria,Apostole del Sacro Cuore,,Casalnuovo di Napoli,NA,"Corso Umberto I 326, 80013 Casalnuovo di Napoli (NA)",081 8423036,sacro.cuore@libero.it,sì,,55,19.3,33
